title,description,event_type,actor,recipient,actor_id,recipient_id,location,iso3,latitude,longitude,num_sources,date_publish,source_domain,url
Trump endorses Mike Johnson to remain as US House speaker,"Representative Johnson, who is seeking re-election as Speaker, faces some opposition from within his own party .",REJECT,Donald Trump,Mike Johnson,Q22686,Q19880665,Johnson,,,,2,2024-12-30 19:57:02,"['www.bbc.com', 'www.nbcnews.com']","['https://www.bbc.com/news/articles/cgkx6784ev8o', 'https://www.nbcnews.com/politics/congress/donald-trump-backs-mike-johnson-house-speaker-rcna185767']"
Syria FM says will visit Saudi Arabia in first official trip abroad,"Visit comes as Asaad Hassan al-Shaibani, Syria’s newly appointed foreign minister, meets GCC officials in Damascus.",CONSULT,Asaad Hassan al - Shaibani,,,,Saudi Arabia,SAU,24.68773,46.72185,1,2024-12-30 19:55:42,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/30/syria-fm-says-will-visit-saudi-arabia-in-first-official-trip-abroad']
Red Cross: Gaza hospitals ‘obliterated’ amid Israel-Hamas conflict,The International Committee of the Red Cross said on Monday the healthcare system in northern Gaza had been “obliterated” by fighting in the Israel-Hamas war...,AID,Gaza,Israel,Q47492,Q801,Israel,ISR,31.76904,35.21633,1,2024-12-30 19:48:24,['www.nzherald.co.nz'],['https://www.nzherald.co.nz/world/red-cross-gaza-hospitals-obliterated-amid-israel-hamas-conflict/IWYKU6LTRFDLFEY4IUBRH6QLHE/']
South Korea plane crash is the deadliest in a year marked by fatal aviation accidents,South Korea’s worst aviation disaster in decades also was the year’s deadliest plane crash worldwide.,ASSAULT,South Korea,,Q884,,South Korea,KOR,37.566,126.9784,1,2024-12-30 19:46:03,['apnews.com'],['https://apnews.com/article/korea-deadliest-plane-crash-2024-a83c12c323c453d5b6d066950750e5a6']
Questions arise over concrete wall near runway in South Korea crash,"Most airports don’t have similar structures in such proximity to runways, experts said, and when they do, they’re built to collapse more easily if hit by a plane.",ASSAULT,South Korea,,Q884,,South Korea,KOR,37.566,126.9784,1,2024-12-30 19:41:49,['www.smh.com.au'],['https://www.smh.com.au/world/asia/questions-arise-over-concrete-wall-near-runway-in-south-korea-crash-20241231-p5l1as.html']
"As Russia-Ukraine gas deal ends, worries mount in EU's east","Russian gas exports via Ukraine came to a halt on January 1 after Kyiv refused to renew a transit deal, hailing this as ""Russia's biggest defeat."" But some EU countries are scrambling to meet their energy needs.",CONCEDE,Kyiv,Russia,Q1899,Q159,Russia,RUS,55.75222,37.61556,1,2024-12-30 19:30:04,['www.dw.com'],['https://www.dw.com/en/as-russia-ukraine-gas-deal-ends-energy-worries-mount-in-europes-east/a-71186893']
"Storm system with tornadoes rips through southern U.S., killing 4","NEW YORK, Dec. 30 (Xinhua) -- A deadly storm system spawned tornadoes across the South and Southeast of the United States over the weekend, killing at least four people and destroying homes and schools, The Washington Post reported Monday.",ASSAULT,South,,,,South,USA,54.9,-1.51667,1,2024-12-30 19:08:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/world/2024/12/31/storm-system-with-tornadoes-rips-through-southern-us-killing-4']
US President Biden announces $2.5bn military aid package for Ukraine,Administration of US President Joe Biden has committed more than $65bn in support since Russia’s full-scale invasion.,AID,US,Ukraine,Q30,Q212,Ukraine,UKR,50.45466,30.5238,1,2024-12-30 19:03:44,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/30/us-president-biden-announces-2-5bn-military-aid-package-for-ukraine']
'No politics' rules to be enforced for upcoming Eurovision song contest,"Following last year’s disqualification of Israel’s Eurovision entry and Eden Golan's somewhat contentious participation, the European Broadcasting Union has banned political statements by songwriters; Israel’s 2025 song selection process now emphasizes adherence to these rules while requiring songs to include at least two lines in Hebrew",REJECT,European Broadcasting Union,Israel,Q166400,Q801,Hebrew,,,,1,2024-12-30 17:55:26,['www.ynetnews.com'],['https://www.ynetnews.com/culture/article/sjl7xieukl']
Toronto police warn of extortion scam where suspects send victims 'graphic violent images',Toronto police say they're receiving an 'increasing' number of reports about a scam where suspects send their victims 'graphic violent images' in an effort to extort money from them.,THREATEN,Toronto,,Q172,,,,,,1,2024-12-30 17:45:00,['toronto.ctvnews.ca'],['https://toronto.ctvnews.ca/toronto-police-warn-of-extortion-scam-where-suspects-send-victims-graphic-violent-images-1.7160342']
Ayatollah Khamenei falsely denies existence of Iran’s proxy military forces,"Iran operates or coordinates with more than 100 militant groups in Iraq, Lebanon, Syria, Yemen, and beyond to advance its foreign policy interests.",REJECT,Ayatollah Khamenei,Iran,Q57336,Q794,Iran,IRN,35.69439,51.42151,1,2024-12-30 17:10:20,['www.voanews.com'],['https://www.voanews.com/a/ayatollah-khamenei-falsely-denies-existence-of-iran-s-proxy-military-forces/7918697.html']
‘Expand whistleblower law to include incentives to reward illegal dumping tip-offs’,"PETALING JAYA: The scope of the Whistleblower Protection Act 2010 should be widened to include offering incentives for public reporting to combat illegal dumping, environmentalists say.",SANCTION,PETALING JAYA,,,,PETALING JAYA,MYS,3.10726,101.60671,1,2024-12-30 16:00:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/nation/2024/12/31/expand-whistleblower-law-to-include-incentives-to-reward-illegal-dumping-tip-offs']
Russia and Ukraine exchange hundreds of prisoners of war,Russia and Ukraine exchanged hundreds of prisoners of war in a deal brokered with the help of the United Arab Emirates.,RETREAT,Russia,United Arab Emirates,Q159,Q878,Russia,ARE,24.45118,37.61556,2,2024-12-30 15:06:03,"['www.abc.net.au', 'www.sbs.com.au']","['https://www.abc.net.au/news/2024-12-31/russia-and-ukraine-exchange-prisoners/104772870', 'https://www.sbs.com.au/news/article/russia-and-ukraine-exchange-over-300-prisoners-ahead-of-new-years-eve/xwrgovxdu']"
North Korea’s Kim vows the toughest anti-U.S. policy before Trump takes office,"SEOUL--North Korean leader Kim Jong Un vowed to implement the “toughest” anti-U.S. policy, state media reported Sunday, less than a month before Donald Trump takes office as U.S. president.",REJECT,North Korean,-,,Q617884,-,,,,1,2024-12-30 11:55:00,['www.asahi.com'],['https://www.asahi.com/ajw/articles/15570790']
The Murdoch family waged a secret court battle over succession. A voting machine company is trying to pry the case open,A voting machine company wants to use this in its defemation case against Fox News for 2020 US election lies.,ACCUSE,Murdoch,,Q21071761,,Fox News,,,,1,2024-12-30 10:47:11,['www.rnz.co.nz'],['https://www.rnz.co.nz/news/business/537835/the-murdoch-family-waged-a-secret-court-battle-over-succession-a-voting-machine-company-is-trying-to-pry-the-case-open']
"When Israel Found Out About Hezbollah Commander & His 4 'Mistresses', Was On Hit List Since 2006","Before the strike, Shukr had reportedly received a phone call in which he was asked to move from his second-floor office to his seventh-floor residence. Reports said that this was done as the seventh floor was an easy target. , Middle East News - Times Now",CONSULT,Hezbollah,,Q41053,,Hezbollah Commander His,,,,1,2024-12-30 10:14:22,['www.timesnownews.com'],['https://www.timesnownews.com/world/middle-east/when-israel-found-out-about-hezbollah-commander-his-4-mistresses-was-on-hit-list-since-2006-article-116785292']
Israel evacuates last functioning hospital in northern Gaza,,RETREAT,Israel,Gaza,Q801,Q47492,Gaza,PSE,31.50161,34.46672,2,2024-12-30 09:13:33,"['abcnews.go.com', 'www.bbc.com']","['https://abcnews.go.com/International/live-updates/middle-east-live-updates-israel-raids-last-hospital-Gaza?id=117043136&entryId=117149723', 'https://www.bbc.com/news/articles/cx26v70n5z4o']"
"Russia-Ukraine war: List of key events, day 1,040","Here are the key developments on the 1,040th day of Russia’s invasion of Ukraine.",ASSAULT,Russia,,Q159,,Russia,RUS,55.75222,37.61556,4,2024-12-30 08:51:34,['www.aljazeera.com'],"['https://www.aljazeera.com/news/2024/12/30/russia-ukraine-war-list-of-key-events-day-1040', 'https://www.aljazeera.com/news/2024/12/25/russia-ukraine-war-list-of-key-events-day-1035', 'https://www.aljazeera.com/news/2024/12/9/russia-ukraine-war-list-of-key-events-day-1019', 'https://www.aljazeera.com/news/2024/12/5/russia-ukraine-war-list-of-key-events-day-1015']"
Jimmy Carter supported Swiss-backed peace effort for Middle East,Former United States President Jimmy Carter maintained close ties with Switzerland and had expressed gratitude for the country's efforts on the Geneva peace initiative.,COOPERATE,Swiss,,Q176917,,Swiss,CHE,46.94809,7.44744,1,2024-12-30 08:26:07,['www.swissinfo.ch'],['https://www.swissinfo.ch/eng/foreign-affairs/jimmy-carter-was-a-supporter-of-swiss-backed-peace-effort-for-middle-east/88655579']
Tour bus inferno in Lampang sparks fresh safety concerns,"BANGKOK: A tour bus burst into flames in Lampang on Sunday (Dec 29), sparking fresh fears over the safety of Thailand’s bus fleet.",THREATEN,Lampang,,Q1012610,,Thailand,THA,13.75398,100.50144,1,2024-12-30 08:07:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/30/tour-bus-inferno-in-lampang-sparks-fresh-safety-concerns']
WHO seeks end to hospital attacks in Gaza,"The Director-General of the World Health Organization, Tedros Adhanom Ghebreyesus has called for an end to attacks on hospitals in Gaza after Israel",ASSAULT,World Health Organization,Gaza,Q7817,Q47492,Gaza,PSE,31.50161,34.46672,1,2024-12-30 07:44:51,['dailypost.ng'],['https://dailypost.ng/2024/12/30/who-seeks-end-to-hospital-attacks-in-gaza/']
China prosecutes 39 members of major telecom fraud gangs in northern Myanmar,HANGZHOU: A total of 39 members of major criminal groups based in northern Myanmar were prosecuted in China on Monday for telecom fraud and other crimes targeting civilians in China.,COERCE,China,,Q148,,China,CHN,39.9075,116.39723,1,2024-12-30 07:39:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/30/china-prosecutes-39-members-of-major-telecom-fraud-gangs-in-northern-myanmar']
"Obituary: Jimmy Carter, an enduring friend of China","BEIJING: On a bright September day in 2003, former US president Jimmy Carter told a small audience of 150 students and faculty at Peking University that “democracy is not a scary thing”.",SUPPORT,Jimmy Carter,Peking University,Q23685,Q16952,,,,,1,2024-12-30 07:23:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/30/obituary-jimmy-carter-an-enduring-friend-of-china']
Police in search for primary school robbers in Limpopo,Police are searching for suspects involved in the robbery of a primary school in Limpopo.,COERCE,Limpopo,,Q134907,,Limpopo,,,,1,2024-12-30 07:07:39,['www.thesouthafrican.com'],['https://www.thesouthafrican.com/news/police-in-search-for-primary-school-robbers-in-limpopo/']
One of the casualties of 12 months of war in the Middle East was the rule of international law,"In the space of a single year, the Islamic Republic of Iran effectively lost three of the key elements in its so-called axis of resistance",SANCTION,Middle East,,Q7204,,Middle East,,,,1,2024-12-30 07:00:00,['www.irishtimes.com'],['https://www.irishtimes.com/opinion/2024/12/30/vincent-durac-one-of-the-casualties-of-12-months-of-war-in-the-middle-east-was-the-rule-of-international-law/']
Photos backed up Sinn Féin's stance that republicans had not hidden 'spiked weapons' on roofs,The PSNI accused the IRA of hiding “spiked metal weapons” on roofs in Ardoyne ahead of the annual 12 July parade in 2002.,MOBILIZE,IRA,Ardoyne,,Q2860754,Ardoyne,,,,1,2024-12-30 06:00:01,['www.thejournal.ie'],['https://www.thejournal.ie/spiked-weapons-row-between-psni-and-sinn-fein-6569926-Dec2024/']
Syria monitor says ‘likely’ Israeli air strike on weapons depot kills 11,It added that the air strike was targeted at a weapons depot belonging to Assad’s regime. Read more at straitstimes.com.,ASSAULT,Assad,Israeli,Q720179,,Assad,,,,1,2024-12-30 03:59:44,['www.straitstimes.com'],['https://www.straitstimes.com/world/middle-east/syria-monitor-says-likely-israeli-airstrike-on-weapons-depot-kills-11']
S.Korea continues probe into plane crash with focus on possible bird strike,Most victims are from Gwangju metropolitan area and South Jeolla province,ASSAULT,S,,Q9956,,,,,,1,2024-12-30 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/asia-pacific/skorea-continues-probe-into-plane-crash-with-focus-on-possible-bird-strike/3437623']
Hungary to reinstate border checks with Romania from Jan. 1,"Hungarian police have warned travelers entering country that random checks may be conducted, advising them to carry necessary documents",SANCTION,Hungary,Romania,Q28,Q218,Romania,ROU,44.43225,26.10626,1,2024-12-30 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/europe/hungary-to-reinstate-border-checks-with-romania-from-jan-1/3438222']
South Korea orders urgent investigation into fatal plane crash,South Korea's acting president has ordered an urgent investigation into the cause of the Jeju Air crash.,ASSAULT,South Korea,Jeju,Q884,,,,,,1,2024-12-30 00:00:00,['www.channel4.com'],['https://www.channel4.com/news/south-korea-orders-urgent-investigation-into-fatal-plane-crash']
Israeli communications minister storms Al-Aqsa Mosque,"Hamas condemns Shlomo Karhi’s incursion and comments, calling them ‘dangerous’",THREATEN,Hamas,Shlomo Karhi,Q38799,Q63124881,Shlomo Karhi,,,,1,2024-12-30 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/israeli-communications-minister-storms-al-aqsa-mosque/3437587']
Germany to extend border controls to curb illegal migration,"‘We need these controls until the protection of the EU’s external borders is significantly increased,’ says Interior Minister Nancy Faeser",COERCE,EU,,,,EU,DEU,52.52437,13.41053,1,2024-12-30 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/europe/germany-to-extend-border-controls-to-curb-illegal-migration/3437665']
4 killed in a storm system that spawned tornadoes across the southern U.S.,"Officials assessed the damage on Sunday after a strong storm system moved across the southern U.S. over the weekend, spawning tornadoes and killing at least four people. There were at least 45 reports of tornado damage across Texas, Louisiana, Mississippi, Alabama and Georgia, said Brian Hurley, a meteorologist with the National Weather Service’s Weather Prediction Center. The storms during busy holiday travels caused some treacherous road conditions along with delays or cancellations at some of the busiest U.S. airports.",ASSAULT,U,U,Q9747,Q9747,U,GEO,41.69411,44.83368,1,2024-12-29 23:10:23,['www.aol.com'],['https://www.aol.com/tornadoes-texas-mississippi-kill-2-183242553.html']
"Israel arrests hospital director and other staff in raid on last functioning facility in northern Gaza, health officials say","Israeli forces have arrested dozens of staff, including a hospital director after raiding the last major functioning health facility in northern Gaza, Gaza’s ministry of health says.",MOBILIZE,Israeli,Gaza,,Q47492,Israel,ISR,31.76904,35.21633,1,2024-12-29 23:00:15,['www.aol.com'],['https://www.aol.com/israel-arrests-hospital-director-other-101117351.html']
The US Has Deported Immigrants En Masse Before. Here’s What Happened.,Donald Trump has promised to deport millions on “Day One.” He wouldn’t be the first president to round up undocumented immigrants en masse.,SANCTION,Donald Trump,,Q22686,,Donald Trump,,,,1,2024-12-29 21:00:00,['news.yahoo.com'],['https://news.yahoo.com/news/long-history-mass-deportations-us-210000702.html']
"President says Russia shot at its plane, lied about cause of crash","“We witnessed clear attempts to cover up the matter,” said President Ilham Aliyev, who wants Russia to accept its guilt and to punish those responsible.",ASSAULT,Russia,,Q159,,Russia,RUS,55.75222,37.61556,1,2024-12-29 20:20:49,['www.smh.com.au'],['https://www.smh.com.au/world/europe/azerbaijan-president-says-russia-shot-at-its-plane-lied-about-cause-of-crash-20241230-p5l14x.html']
2 shot during fight outside Surrey pub,"Two people were injured in a shooting outside of a Surrey pub in the early hours of Sunday morning, according to authorities.",ASSAULT,Surrey,,Q23276,,Surrey,CAN,49.10635,-122.82509,1,2024-12-29 19:28:00,['bc.ctvnews.ca'],['https://bc.ctvnews.ca/2-shot-during-fight-outside-surrey-pub-1.7159710']
Massive IDF operation ending in northern Gaza yields,"IDF troops captured over 240 Hamas and Islamic Jihad terrorists in Jabaliya while neutralizing terrorist strongholds; The Kamal Adwan Hospital, used as a terror base, was cleared of civilians and secured; Fighting continued in Beit Hanoun from where rockets were fired at Israel",MOBILIZE,Israel,,Q801,,Israel,ISR,31.76904,35.21633,1,2024-12-29 19:23:55,['www.ynetnews.com'],['https://www.ynetnews.com/article/s1jbpek8ye']
Caitlin Logan: The fight for equality and independence,"A recurring theme in many reflections about 2014, and the moment it seemed Scotland might vote for its independence, is hope.",PROTEST,Scotland,,Q22,,Scotland,,,,1,2024-12-29 19:18:48,['www.thenational.scot'],['https://www.thenational.scot/politics/24822510.caitlin-logan-fight-equality-independence/']
Reaching out - Ireland's refugee responders,"On a cold night in Dublin, volunteers are meeting at their usual safe points to travel together along the canal and to areas where they know international protection applicants in the State are sleeping in tents.",CONSULT,State,,Q12251220,,Ireland,IRL,53.33306,-6.24889,1,2024-12-29 19:09:11,['www.rte.ie'],['https://www.rte.ie/news/ireland/2024/1229/1488420-ireland-refugee-responders/']
The senior Hezbollah official's 4 mistresses and the time Netanyahu threw a pager at,"A New York Times investigation reveals the extent of the Israeli security apparatus' infiltration into Hezbollah, including new details about the exploding pager operation and the assassination of Nasrallah",COERCE,Nasrallah,Israeli,Q21509612,,Nasrallah,,,,1,2024-12-29 18:42:36,['www.ynetnews.com'],['https://www.ynetnews.com/article/hylchykikg']
