title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
Sri Lanka Provincial Election 2013,2013-09-21T08:00:00-04:00,2013-09-21T08:00:00-04:00,second,calendar.12271.field_ndi_elect_day_date.0@www.ndi.org,Provincial Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sri Lanka, Asia",https://www.ndi.org/node/12271
2023 Eswatini Legislative Election,2023-09-30T00:00:00+00:00,2023-09-29T00:00:00+00:00,day,calendar.26936.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2023-07-20T14:55:57+00:00,Swaziland,https://www.ndi.org/2023-eswatini-legislative-election
2021 Moldova Parliamentary Elections,2021-07-12T00:00:00+00:00,2021-07-11T00:00:00+00:00,day,calendar.26126.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2021-07-08T15:15:05+00:00,Eurasia,https://www.ndi.org/2021-moldova-parliamentary-elections
2020 Croatia Parliamentary Election,2020-07-06T00:00:00+00:00,2020-07-05T00:00:00+00:00,day,calendar.25777.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-09-24T20:32:45+00:00,Croatia,https://www.ndi.org/2020-croatia-parliamentary-election
Sierra Leone Presidential and Parliamentary Election 2012,2012-11-17T10:00:00-05:00,2012-11-17T10:00:00-05:00,second,calendar.12104.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sierra Leone, Sub Saharan Africa",https://www.ndi.org/node/12104
2024 Dominican Republic Presidential and Legislative Elections,2024-05-20T00:00:00+00:00,2024-05-19T00:00:00+00:00,day,calendar.26961.field_ndi_elect_day_date.0@www.ndi.org,"Legislative, Presidential",2024-07-10T13:23:00+00:00,2023-08-23T17:52:46+00:00,Dominican Republic,https://www.ndi.org/2024-dominican-republic-presidential-and-legislative-elections
Kyrgyzstan Presidential 2005,2005-07-10T08:00:00-04:00,2005-07-10T08:00:00-04:00,second,calendar.11755.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Kyrgyzstan",https://www.ndi.org/node/11755
"Nigeria, Bayelsa State Gubernatorial Election 2012",2012-02-12T00:00:00+00:00,2012-02-11T00:00:00+00:00,day,calendar.12069.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2016-10-27T13:31:29+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12069
2015 Armenia Referendum on Constitutional Amendments,2015-12-07T00:00:00+00:00,2015-12-06T00:00:00+00:00,day,calendar.12408.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2017-02-10T16:28:19+00:00,"Eurasia, Armenia",https://www.ndi.org/node/12408
Palestinian Territories Presidential Election 2005,2005-01-10T00:00:00+00:00,2005-01-09T00:00:00+00:00,day,calendar.11780.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T13:49:41+00:00,"Middle East and North Africa, West Bank and Gaza",https://www.ndi.org/node/11780
2019 Cuba Referendum Election,2019-02-25T00:00:00+00:00,2019-02-24T00:00:00+00:00,day,calendar.25296.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2019-01-02T17:18:25+00:00,"Latin America & the Caribbean, Cuba",https://www.ndi.org/2019-cuba-referendum-election
Nigeria Edo State Gubernatorial Election 2012,2012-07-15T00:00:00+00:00,2012-07-14T00:00:00+00:00,day,calendar.12094.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2016-10-27T14:03:59+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12094
2016 Cape Verde Legislative Elections,2016-03-20T08:00:00-04:00,2016-03-20T08:00:00-04:00,second,calendar.12433.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Cape Verde",https://www.ndi.org/node/12433
2016 Macedonia Parliamentary Elections,2016-06-05T08:00:00-04:00,2016-06-05T08:00:00-04:00,second,calendar.12398.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, North Macedonia",https://www.ndi.org/node/12398
Russia Regional/Local Election 2009,2009-03-02T10:00:00-05:00,2009-03-02T10:00:00-05:00,second,calendar.11917.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Russia",https://www.ndi.org/node/11917
2016 South Africa Municipal Ward By-Elections,2016-11-10T00:00:00+00:00,2016-11-09T00:00:00+00:00,day,calendar.18522.field_ndi_elect_day_date.0@www.ndi.org,"By-Election, Municipal",2024-07-10T13:22:59+00:00,2017-01-03T16:17:13+00:00,"Sub Saharan Africa, South Africa",https://www.ndi.org/node/18522
Mexico Legislative Election 2009,2009-07-05T08:00:00-04:00,2009-07-05T08:00:00-04:00,second,calendar.11942.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Mexico",https://www.ndi.org/node/11942
Bulgaria Presidential (Runoff) Election 2006,2006-10-29T09:00:00-05:00,2006-10-29T09:00:00-05:00,second,calendar.12256.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bulgaria",https://www.ndi.org/node/12256
2016 Nigeria Yobe Rerun Election,2016-04-24T00:00:00+00:00,2016-04-23T00:00:00+00:00,day,calendar.18487.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:23:00+00:00,2017-01-09T19:46:40+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/18487
Romania Local (1st Round) Election 2008,2008-06-01T08:00:00-04:00,2008-06-01T08:00:00-04:00,second,calendar.12281.field_ndi_elect_day_date.0@www.ndi.org,Local Phase 1,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/12281
2020 Singapore General Election,2020-07-11T00:00:00+00:00,2020-07-10T00:00:00+00:00,day,calendar.25787.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2020-07-10T13:03:28+00:00,Asia,https://www.ndi.org/2020-singapore-general-election
Sri Lanka Local Election 2006,2006-03-31T00:00:00+00:00,2006-03-30T00:00:00+00:00,day,calendar.11800.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-26T21:22:45+00:00,"Asia, Sri Lanka",https://www.ndi.org/node/11800
Algeria Legislative Election 2012,2012-05-10T08:00:00-04:00,2012-05-10T08:00:00-04:00,second,calendar.12114.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Algeria",https://www.ndi.org/node/12114
Moldova Parliamentary Election 2005,2005-03-06T10:00:00-05:00,2005-03-06T10:00:00-05:00,second,calendar.11765.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Moldova",https://www.ndi.org/node/11765
Senegal Presidential 2nd Round Election 2012,2012-03-25T08:00:00-04:00,2012-03-25T08:00:00-04:00,second,calendar.12079.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Senegal",https://www.ndi.org/node/12079
2023 Chile Constitutional Referendum Election,2023-12-18T00:00:00+00:00,2023-12-17T00:00:00+00:00,day,calendar.26804.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2023-04-09T22:10:43+00:00,Chile,https://www.ndi.org/2023-chile-constitutional-referendum-election
Haiti General Election 2006,2006-02-27T10:00:00-05:00,2006-02-27T10:00:00-05:00,second,calendar.11790.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Haiti",https://www.ndi.org/node/11790
2015 Rwanda Constitutional Referendum,2015-12-18T10:00:00-05:00,2015-12-17T10:00:00-05:00,second,calendar.12443.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Rwanda, Sub Saharan Africa",https://www.ndi.org/node/12443
2022 Equitorial Guinea Legislative Election,2022-11-21T00:00:00+00:00,2022-11-20T00:00:00+00:00,day,calendar.26490.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2022-09-22T18:02:22+00:00,Equatorial Guinea,https://www.ndi.org/2022-equitorial-guinea-legislative-election
2019 Thailand General Election,2019-03-25T00:00:00+00:00,2019-03-24T00:00:00+00:00,day,calendar.25139.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2019-01-23T13:54:12+00:00,Thailand,https://www.ndi.org/2019-thailand-general-election
2024 Chad Presidential Election Round 2,2024-06-23T00:00:00+00:00,2024-06-22T00:00:00+00:00,day,calendar.27143.field_ndi_elect_day_date.0@www.ndi.org,Presidential Phase 2,2024-07-10T13:23:00+00:00,2024-03-05T15:39:49+00:00,Chad,https://www.ndi.org/2024-chad-presidential-election-round-2
2016 Nigeria Kogi & Imo States,2016-07-24T00:00:00+00:00,2016-07-23T00:00:00+00:00,day,calendar.18507.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Re-run,2024-07-10T13:22:59+00:00,2017-01-09T19:18:53+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/18507
Haiti Legislative Election 2009,2009-04-19T08:00:00-04:00,2009-04-19T08:00:00-04:00,second,calendar.11927.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Haiti",https://www.ndi.org/node/11927
2018 Libya Local Elections,2018-10-02T00:00:00+00:00,2018-10-01T00:00:00+00:00,day,calendar.25164.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2018-08-30T16:19:10+00:00,Libya,https://www.ndi.org/2018-libya-local-elections
Central African Republic Presidential 2nd Round Election 2011,2011-03-27T08:00:00-04:00,2011-03-27T08:00:00-04:00,second,calendar.12301.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Central African Republic",https://www.ndi.org/node/12301
Niger Presidential Election 2009,2009-10-20T08:00:00-04:00,2009-10-20T08:00:00-04:00,second,calendar.11952.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/11952
2021 Chad Legislative Elections,2021-10-25T00:00:00+00:00,2021-10-24T00:00:00+00:00,day,calendar.25807.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2021-01-27T22:20:08+00:00,Chad,https://www.ndi.org/2021-chad-legislative-elections
Lebanon Parliamentary (Third round) Election 2005,2005-06-12T08:00:00-04:00,2005-06-12T08:00:00-04:00,second,calendar.12266.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Phase 3,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Lebanon",https://www.ndi.org/node/12266
2024 Panama General Election,2024-05-06T00:00:00+00:00,2024-05-05T00:00:00+00:00,day,calendar.27001.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2023-10-05T16:28:03+00:00,Panama,https://www.ndi.org/2024-panama-general-election
2016 Haiti Presidential Re-Run,2016-11-21T00:00:00+00:00,2016-11-20T00:00:00+00:00,day,calendar.18497.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-01-03T16:16:49+00:00,"Latin America & the Caribbean, Haiti",https://www.ndi.org/node/18497
Uruguay Presidential Runoff 2009,2009-11-29T10:00:00-05:00,2009-11-29T10:00:00-05:00,second,calendar.12291.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Uruguay",https://www.ndi.org/node/12291
2020 Venezuela Parliamentary Elections,2020-12-07T00:00:00+00:00,2020-12-06T00:00:00+00:00,day,calendar.25797.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-08-17T18:15:27+00:00,Venezuela,https://www.ndi.org/2020-venezuela-parliamentary-elections
Guyana Presidential and Parliamentary Election 2006,2006-08-04T08:00:00-04:00,2006-08-04T08:00:00-04:00,second,calendar.11810.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Guyana",https://www.ndi.org/node/11810
Paraguay General Election 2013,2013-04-21T08:00:00-04:00,2013-04-21T08:00:00-04:00,second,calendar.12124.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Paraguay",https://www.ndi.org/node/12124
Iraq Parliamentary Election 2005,2005-12-15T10:00:00-05:00,2005-12-15T10:00:00-05:00,second,calendar.11775.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iraq",https://www.ndi.org/node/11775
Mongolia Parliamentary Election 2012,2012-06-28T08:00:00-04:00,2012-06-28T08:00:00-04:00,second,calendar.12089.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Mongolia",https://www.ndi.org/node/12089
2015 Peru Local Elections,2015-11-29T10:00:00-05:00,2015-11-29T10:00:00-05:00,second,calendar.12428.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Peru, Latin America & the Caribbean",https://www.ndi.org/node/12428
Bougainville By-Elections 2021,2021-01-21T00:00:00+00:00,2021-01-20T00:00:00+00:00,day,calendar.26004.field_ndi_elect_day_date.0@www.ndi.org,By-Election,2024-07-10T13:23:00+00:00,2021-01-12T14:47:49+00:00,"Asia, Bougainville",https://www.ndi.org/bougainville-elections-2021
2016 Republic of Congo Presidential Election,2016-03-21T00:00:00+00:00,2016-03-20T00:00:00+00:00,day,calendar.12453.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2017-01-12T17:38:17+00:00,"Sub Saharan Africa, Congo",https://www.ndi.org/node/12453
2018 Mexico General Elections,2018-07-02T00:00:00+00:00,2018-07-01T00:00:00+00:00,day,calendar.24835.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-11-15T21:42:23+00:00,Mexico,https://www.ndi.org/2018-mexico-general-elections
2019 Uruguay General Election,2019-10-28T00:00:00+00:00,2019-10-27T00:00:00+00:00,day,calendar.25149.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2019-07-29T15:02:52+00:00,Uruguay,https://www.ndi.org/2019-uruguay-general-election
Lebanon Parliamentary Election 2009,2009-06-07T08:00:00-04:00,2009-06-07T08:00:00-04:00,second,calendar.11937.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Lebanon",https://www.ndi.org/node/11937
2019 Guinea Legislative Election,2019-01-02T00:00:00+00:00,2019-01-01T00:00:00+00:00,day,calendar.25174.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2018-09-04T21:30:07+00:00,Guinea,https://www.ndi.org/2019-guinea-legislative-election
2019 Botswana Parliamentary Election,2019-10-24T00:00:00+00:00,2019-10-23T00:00:00+00:00,day,calendar.25513.field_ndi_elect_day_date.0@www.ndi.org,"Local, Parliamentary",2024-07-10T13:23:00+00:00,2019-09-23T13:38:45+00:00,Botswana,https://www.ndi.org/2019-botswana-parliamentary-election
2015 Turkey Parliamentary Election,2015-06-08T00:00:00+00:00,2015-06-07T00:00:00+00:00,day,calendar.12311.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T17:10:48+00:00,"Eurasia, Turkey",https://www.ndi.org/node/12311
Bolivia Presidential/Legislative Election 2009,2009-12-06T10:00:00-05:00,2009-12-06T10:00:00-05:00,second,calendar.11962.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Bolivia, Latin America & the Caribbean",https://www.ndi.org/node/11962
Mali Presidential (Second Round) Election 2007,2007-05-13T08:00:00-04:00,2007-05-13T08:00:00-04:00,second,calendar.12276.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Mali",https://www.ndi.org/node/12276
Egypt Referendum 2012,2012-12-15T10:00:00-05:00,2012-12-15T10:00:00-05:00,second,calendar.12109.field_ndi_elect_day_date.0@www.ndi.org,Referendum Phase 1,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12109
Tajikistan Presidential Election 2006,2006-12-01T00:00:00+00:00,2006-11-01T00:00:00+00:00,day,calendar.11820.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-26T21:27:45+00:00,"Eurasia, Tajikistan",https://www.ndi.org/node/11820
Kuwait Parliamentary Election 2013,2013-07-27T08:00:00-04:00,2013-07-27T08:00:00-04:00,second,calendar.12134.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Kuwait, Middle East and North Africa",https://www.ndi.org/node/12134
Palestinian Territories Local (fourth round) Election 2005,2005-12-16T00:00:00+00:00,2005-12-15T00:00:00+00:00,day,calendar.11785.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T13:49:41+00:00,"Middle East and North Africa, West Bank and Gaza",https://www.ndi.org/node/11785
Belarus Parliamentary Election 2012,2012-09-23T08:00:00-04:00,2012-09-23T08:00:00-04:00,second,calendar.12099.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Belarus",https://www.ndi.org/node/12099
2016 Sao Tome and Principe Presidential Election,2016-07-18T00:00:00+00:00,2016-07-17T00:00:00+00:00,day,calendar.12438.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-01-12T17:33:36+00:00,"Sub Saharan Africa, Sao Tome and Principe",https://www.ndi.org/node/12438
2018 Malaysia General Election,2018-05-10T00:00:00+00:00,2018-05-09T00:00:00+00:00,day,calendar.24870.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2018-04-11T14:13:22+00:00,Malaysia,https://www.ndi.org/2018-malaysia-general-election
2017 Iran Presidential Elections,2017-05-20T00:00:00+00:00,2017-05-19T00:00:00+00:00,day,calendar.18527.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-12-13T18:46:53+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/18527
2021 Chile Presidential Runoffs Election,2021-12-20T00:00:00+00:00,2021-12-19T00:00:00+00:00,day,calendar.26343.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2021-12-13T17:15:39+00:00,Chile,https://www.ndi.org/2021-chile-presidential-runoffs-election
Moldova Parliamentary Election 2009,2009-07-29T08:00:00-04:00,2009-07-29T08:00:00-04:00,second,calendar.11947.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Moldova",https://www.ndi.org/node/11947
2021 Chile General Elections,2021-11-22T00:00:00+00:00,2021-11-21T00:00:00+00:00,day,calendar.25994.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2021-01-27T22:29:17+00:00,Chile,https://www.ndi.org/2021-chile-general-elections
2020 Iran Parliamentary Elections,2020-02-22T00:00:00+00:00,2020-02-21T00:00:00+00:00,day,calendar.25523.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2019-11-26T15:56:27+00:00,Middle East and North Africa,https://www.ndi.org/2020-iran-parliamentary-elections
Colombia Legislative Election 2010,2010-03-14T09:00:00-04:00,2010-03-14T09:00:00-04:00,second,calendar.11972.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Colombia",https://www.ndi.org/node/11972
2019 Kosovo Parliamentary Elections,2019-10-07T00:00:00+00:00,2019-10-06T00:00:00+00:00,day,calendar.25488.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2019-11-26T16:06:55+00:00,Kosovo,https://www.ndi.org/2019-kosovo-parliamentary-elections
Macedonia Presidential (Second Round) 2009,2009-04-05T08:00:00-04:00,2009-04-05T08:00:00-04:00,second,calendar.12286.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, North Macedonia",https://www.ndi.org/node/12286
Kuwait Parliamentary Election 2006,2006-06-29T08:00:00-04:00,2006-06-29T08:00:00-04:00,second,calendar.11805.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Kuwait, Middle East and North Africa",https://www.ndi.org/node/11805
Zimbabwe Constitutional Referendum 2013,2013-03-16T08:00:00-04:00,2013-03-16T08:00:00-04:00,second,calendar.12119.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Zimbabwe",https://www.ndi.org/node/12119
Serbia Parliamentary Election 2007,2007-01-21T10:00:00-05:00,2007-01-21T10:00:00-05:00,second,calendar.11830.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Serbia",https://www.ndi.org/node/11830
2017 Nigeria (Anambra State) Gubernatorial Election,2017-11-19T00:00:00+00:00,2017-11-18T00:00:00+00:00,day,calendar.24526.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:23:00+00:00,2017-08-24T10:12:51+00:00,Nigeria,https://www.ndi.org/2017-nigeria-anambra-state-gubernatorial-election
Madagascar Presidential Election 2013,2013-10-25T08:00:00-04:00,2013-10-25T08:00:00-04:00,second,calendar.12144.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Madagascar",https://www.ndi.org/node/12144
Colombia Parliamentary Election 2006,2006-03-12T10:00:00-05:00,2006-03-12T10:00:00-05:00,second,calendar.11795.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Colombia",https://www.ndi.org/node/11795
2023 Mali Constitutional Referendum Election,2023-06-19T00:00:00+00:00,2023-06-18T00:00:00+00:00,day,calendar.26834.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2023-05-31T13:47:54+00:00,Mali,https://www.ndi.org/2023-mali-constitutional-referendum-election
2024 Venezuela Presidential Elections,2024-07-29T00:00:00+00:00,2024-07-28T00:00:00+00:00,day,calendar.27148.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2024-03-06T15:42:45+00:00,Venezuela,https://www.ndi.org/2024-venezuela-presidential-elections
Madagascar Referendum 2010,2010-11-17T10:00:00-05:00,2010-11-17T10:00:00-05:00,second,calendar.12002.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Madagascar",https://www.ndi.org/node/12002
2015 Tajikistan Parliamentary Election,2015-03-02T00:00:00+00:00,2015-03-01T00:00:00+00:00,day,calendar.12306.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T18:57:46+00:00,"Eurasia, Tajikistan",https://www.ndi.org/node/12306
2018 Egypt Presidential Election,2018-03-29T00:00:00+00:00,2018-03-26T00:00:00+00:00,day,calendar.24880.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2018-01-09T15:06:17+00:00,Egypt,https://www.ndi.org/2018-egypt-presidential-election
2022 Philippines General Elections,2022-05-10T00:00:00+00:00,2022-05-09T00:00:00+00:00,day,calendar.26353.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2022-02-10T14:51:20+00:00,Philippines,https://www.ndi.org/2022-philippines-general-elections
Kosovo Local Election 2009,2009-11-15T10:00:00-05:00,2009-11-15T10:00:00-05:00,second,calendar.11957.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Kosovo",https://www.ndi.org/node/11957
2024 South Africa Presidential Election,2024-05-30T00:00:00+00:00,2024-05-29T00:00:00+00:00,day,calendar.27006.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2024-05-09T16:12:46+00:00,South Africa,https://www.ndi.org/2024-south-africa-presidential-election
Moldova Local 2nd Round Election 2011,2011-06-19T08:00:00-04:00,2011-06-19T08:00:00-04:00,second,calendar.12331.field_ndi_elect_day_date.0@www.ndi.org,Local Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Moldova",https://www.ndi.org/node/12331
2017 Algeria Local Elections,2017-11-24T00:00:00+00:00,2017-11-23T00:00:00+00:00,day,calendar.24713.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2017-10-19T19:07:49+00:00,Algeria,https://www.ndi.org/2017-algeria-local-elections
Slovakia Parliamentary Election 2010,2010-06-12T08:00:00-04:00,2010-06-12T08:00:00-04:00,second,calendar.11982.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Slovakia",https://www.ndi.org/node/11982
2019 Belarus Parliamentary Elections,2019-11-18T00:00:00+00:00,2019-11-17T00:00:00+00:00,day,calendar.25498.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2019-11-26T16:11:36+00:00,Belarus,https://www.ndi.org/2019-belarus-parliamentary-elections
